,pred count,true count,Is in Training
0,0.0,0.0,False
1,0.0,0.0,True
2,124.97257995605469,139.0,True
3,170.03770446777344,172.0,True
4,0.0,0.0,True
5,0.0,0.0,True
6,149.86505126953125,172.0,True
7,153.96566772460938,158.0,True
8,0.0,0.0,False
9,0.0,0.0,False
10,355.58441162109375,384.0,True
11,303.96502685546875,336.0,True
12,0.0,0.0,True
13,0.0,0.0,True
14,185.10060119628906,179.0,False
15,262.96710205078125,284.0,True
16,0.0,0.0,False
17,0.0,5.0,True
18,303.88494873046875,284.0,True
19,287.8336486816406,253.0,False
20,0.0,0.0,True
21,0.0,0.0,False
22,407.96600341796875,419.0,True
23,212.34864807128906,230.0,True
24,0.0,0.0,False
25,0.0,0.0,True
26,179.65640258789062,188.0,True
27,152.17710876464844,176.0,True
28,0.0,0.0,False
29,0.0,0.0,True
30,120.17999267578125,154.0,True
31,174.67408752441406,209.0,False
32,0.0,0.0,False
33,0.0,0.0,False
34,416.64935302734375,399.0,False
35,202.04449462890625,155.0,False
36,0.0,0.0,True
37,0.0,0.0,True
38,110.43484497070312,40.0,False
39,240.21511840820312,257.0,True
40,0.0,0.0,False
41,0.0,0.0,True
42,153.19114685058594,209.0,False
43,164.0000457763672,197.0,True
44,0.0,0.0,False
45,0.0,19.0,False
46,178.18365478515625,205.0,False
47,159.17466735839844,232.0,False
48,0.0,0.0,False
49,0.0,0.0,True
50,198.16104125976562,213.0,True
51,232.8336639404297,227.0,False
52,0.0,0.0,True
53,0.0,0.0,False
54,253.52874755859375,250.0,True
55,174.64981079101562,266.0,False
56,0.0,0.0,False
57,0.0,44.0,True
58,509.9158935546875,484.0,True
59,297.7748718261719,323.0,True
60,0.0,0.0,True
61,0.0,0.0,True
62,137.75123596191406,162.0,True
63,166.64857482910156,81.0,False
64,0.0,0.0,True
65,0.0,0.0,True
66,324.9442138671875,391.0,False
67,229.9539794921875,259.0,True
68,0.0,0.0,True
69,0.0,5.0,False
70,350.0207214355469,403.0,False
71,117.85511779785156,137.0,True
72,0.0,0.0,True
73,0.0,0.0,True
74,223.9461212158203,233.0,True
75,262.87762451171875,317.0,True
76,0.0,0.0,True
77,0.0,0.0,True
78,44.96017837524414,58.0,True
79,169.62168884277344,213.0,False
80,0.0,0.0,True
81,0.0,0.0,True
82,350.07952880859375,352.0,True
83,133.24713134765625,149.0,True
84,0.0,0.0,False
85,0.0,0.0,True
86,13.789037704467773,11.0,True
87,44.68794250488281,54.0,True
88,0.0,0.0,False
