,pred count,true count,Is in Training
0,0.0,303.39469075746433,True
1,0.0,315.6997824631636,True
2,0.0,706.7784476767407,True
3,0.0,455.53379858351286,False
4,0.0,516.7617737738171,False
5,0.0,641.3682252414651,True
6,0.0,344.99983091638546,True
7,0.0,343.155712247485,True
8,0.0,548.1594207844204,False
9,0.0,287.09959786619874,True
10,0.0,398.89515375600405,True
11,0.0,440.0940456958093,True
12,0.0,407.15482424474976,True
13,0.0,503.90629106595406,True
14,0.0,799.2158450375424,True
15,0.0,239.4438594990872,False
16,0.0,640.0726577534833,True
17,0.0,528.0216262097013,True
18,0.0,541.7217426199552,True
19,0.0,252.02903251308723,True
20,0.0,488.01911692695046,True
21,0.0,64.99383049701716,False
22,0.0,175.44210578778365,True
23,0.0,555.9848810796178,False
24,0.0,884.5161200357694,False
25,0.0,252.22053287485187,True
26,0.0,232.69223299511754,False
27,0.0,708.4631159439527,True
28,0.0,875.8275791153102,True
29,0.0,280.9842408065206,True
30,0.0,309.34848649460696,False
31,0.0,575.1314488845535,True
32,0.0,397.13746890840497,True
33,0.0,107.05897508386059,True
34,0.0,741.6950362119735,False
35,0.0,729.0650402051308,True
36,0.0,390.0747258574997,True
37,0.0,428.0673429089183,True
38,0.0,475.6708632291561,True
39,0.0,387.45365640678494,True
40,0.0,421.1029628171234,False
41,0.0,117.5041165241048,False
42,0.0,340.23337694411305,False
43,0.0,551.8059054283275,False
44,0.0,334.97593395964583,True
45,0.0,599.1362935582185,False
46,0.0,500.1321855415272,True
47,0.0,418.02255019360587,False
48,0.0,389.97728108848133,False
49,0.0,236.43920116307044,False
50,0.0,228.35601730113206,True
51,0.0,490.703038123842,True
52,0.0,611.6294372048797,True
53,0.0,489.0000000000001,False
54,0.0,465.0002383858839,True
55,0.0,527.2265627551211,False
56,0.0,387.60026932566143,True
57,0.0,304.46755430909235,True
58,0.0,689.9620040777398,False
59,0.0,222.22465264146408,False
60,0.0,243.6629907311727,True
61,0.0,530.3180499568805,True
62,0.0,489.43164420658957,True
63,0.0,156.92769359155284,True
64,0.0,161.98203658994174,True
65,0.0,570.0452072796741,True
66,0.0,352.6806962350326,False
67,0.0,180.45085050240775,True
68,0.0,556.2047941357362,True
69,0.0,880.9643518375743,True
70,0.0,438.6088103823188,False
71,0.0,127.25828855794322,True
72,0.0,293.17646722199527,True
73,0.0,591.3653353797088,True
74,0.0,407.053469928769,False
75,0.0,553.0568993529539,True
76,0.0,623.1652286684966,True
77,0.0,598.534418332028,False
78,0.0,333.65852506849313,True
79,0.0,253.11398002428524,True
80,0.0,356.7007155530469,True
81,0.0,513.9550090558747,True
82,0.0,355.9050245855644,True
83,0.0,400.8388547066865,False
84,0.0,725.7115387299667,True
85,0.0,330.8755403696131,True
86,0.0,749.1486924131369,False
87,0.0,789.6002597610559,False
88,0.0,747.2316599842482,False
89,0.0,584.9828298706769,False
90,0.0,340.795180325278,True
91,0.0,534.656501729417,False
92,0.0,229.68351059892058,True
93,0.0,398.782546280613,True
94,0.0,574.0506328741031,True
95,0.0,190.88735405926707,True
96,0.0,478.4500868527092,True
97,0.0,566.8401472530271,True
98,0.0,483.1451947075418,False
99,0.0,241.54173718627032,True
