,pred count,true count,Is in Training
0,520.5310668945312,311.0,False
1,453.13995361328125,330.0,False
2,729.835693359375,720.0,True
3,464.85986328125,463.0,True
4,544.3546142578125,542.0,True
5,718.7654418945312,649.0,False
6,480.0244445800781,364.0,False
7,360.9585266113281,363.0,False
8,563.731201171875,554.0,True
9,251.2916259765625,297.0,False
10,403.7052917480469,406.0,True
11,399.22479248046875,456.0,False
12,457.09783935546875,440.0,False
13,548.2283325195312,516.0,False
14,762.601318359375,851.0,False
15,243.0928955078125,243.0,True
16,686.2179565429688,650.0,False
17,541.6929321289062,545.0,True
18,442.763427734375,550.0,False
19,263.0371398925781,271.0,True
20,614.52294921875,501.0,False
21,51.23569107055664,65.0,True
22,263.1251220703125,200.0,False
23,568.9756469726562,556.0,True
24,888.1183471679688,898.0,True
25,245.28030395507812,263.0,False
26,236.39193725585938,235.0,True
27,725.7958374023438,729.0,True
28,824.3148803710938,908.0,False
29,315.58428955078125,300.0,False
30,313.78466796875,319.0,True
31,569.4020385742188,589.0,True
32,408.7834777832031,408.0,True
33,111.38107299804688,113.0,True
34,740.9719848632812,778.0,True
35,744.54931640625,752.0,True
36,403.4297790527344,412.0,True
37,421.0462646484375,439.0,False
38,478.35107421875,476.0,True
39,406.8705749511719,419.0,True
40,433.0528259277344,433.0,True
41,129.00411987304688,133.0,True
42,335.1033935546875,347.0,True
43,572.352294921875,570.0,True
44,329.1225891113281,340.0,True
45,638.2521362304688,631.0,True
46,512.2654418945312,524.0,True
47,427.9559020996094,428.0,True
48,399.1259460449219,405.0,True
49,239.9765625,241.0,True
50,396.9961242675781,235.0,False
51,508.5460205078125,494.0,True
52,614.9450073242188,629.0,True
53,496.3578796386719,489.0,True
54,483.4546813964844,491.0,True
55,545.3035278320312,533.0,True
56,391.2629089355469,400.0,True
57,353.946533203125,317.0,False
58,707.7877197265625,704.0,True
59,225.2073974609375,228.0,True
60,423.8198547363281,248.0,False
61,500.0442810058594,546.0,False
62,506.74884033203125,506.0,True
63,386.802490234375,170.0,False
64,271.29498291015625,181.0,False
65,573.17724609375,581.0,True
66,352.84881591796875,354.0,True
67,189.46336364746094,188.0,True
68,552.2001953125,583.0,False
69,894.5662841796875,915.0,True
70,465.641845703125,458.0,True
71,115.0504379272461,135.0,False
72,301.86370849609375,310.0,False
73,598.5733642578125,608.0,True
74,413.7592468261719,419.0,True
75,628.3756713867188,564.0,False
76,619.7684936523438,636.0,False
77,632.5437622070312,616.0,True
78,342.4378662109375,350.0,True
79,438.0101013183594,269.0,False
80,356.7486267089844,357.0,True
81,523.4908447265625,526.0,True
82,354.6354675292969,367.0,True
83,405.12213134765625,402.0,True
84,720.3015747070312,726.0,True
85,267.27020263671875,368.0,False
86,756.9027099609375,762.0,True
87,790.31494140625,801.0,True
88,750.1405639648438,765.0,True
89,593.9012451171875,616.0,True
90,383.1697692871094,346.0,False
91,547.1458129882812,547.0,True
92,242.87930297851562,244.0,True
93,407.5228271484375,410.0,True
94,578.0594482421875,585.0,True
95,198.902587890625,201.0,True
96,468.5464782714844,501.0,False
97,608.05029296875,609.0,True
98,497.06781005859375,497.0,True
99,239.8265838623047,244.0,True
