,pred count,true count,Is in Training
0,304.7463684082031,311.0,True
1,321.63946533203125,330.0,True
2,658.9828491210938,720.0,False
3,474.465087890625,463.0,True
4,529.2175903320312,542.0,True
5,646.67236328125,649.0,True
6,356.9019775390625,364.0,True
7,345.0610046386719,363.0,True
8,558.8624267578125,554.0,True
9,288.56591796875,297.0,True
10,428.476318359375,406.0,False
11,454.69366455078125,456.0,True
12,416.7977294921875,440.0,True
13,496.70977783203125,516.0,True
14,868.3762817382812,851.0,True
15,255.34030151367188,243.0,True
16,617.3516235351562,650.0,True
17,543.8640747070312,545.0,False
18,566.769775390625,550.0,True
19,236.7046356201172,271.0,False
20,521.998046875,501.0,True
21,76.12996673583984,65.0,True
22,193.1664276123047,200.0,True
23,591.0321655273438,556.0,True
24,903.2877807617188,898.0,True
25,256.58184814453125,263.0,True
26,259.56005859375,235.0,True
27,694.6983032226562,729.0,False
28,904.6533203125,908.0,True
29,287.7528991699219,300.0,True
30,310.57965087890625,319.0,True
31,545.1636962890625,589.0,False
32,399.63916015625,408.0,False
33,153.54820251464844,113.0,False
34,771.9910278320312,778.0,True
35,677.8236694335938,752.0,False
36,388.17132568359375,412.0,False
37,438.5605163574219,439.0,True
38,467.3209228515625,476.0,False
39,483.0227966308594,419.0,False
40,430.67626953125,433.0,True
41,136.3435516357422,133.0,True
42,356.75006103515625,347.0,True
43,562.5206298828125,570.0,True
44,371.91876220703125,340.0,False
45,601.654052734375,631.0,True
46,546.0183715820312,524.0,False
47,430.0067138671875,428.0,True
48,407.0917053222656,405.0,True
49,244.93768310546875,241.0,True
50,238.9153289794922,235.0,True
51,445.44915771484375,494.0,False
52,518.1939697265625,629.0,False
53,476.1831359863281,489.0,True
54,520.9659423828125,491.0,False
55,541.3899536132812,533.0,True
56,405.803466796875,400.0,False
57,316.35369873046875,317.0,True
58,710.6083984375,704.0,True
59,233.78106689453125,228.0,True
60,248.43939208984375,248.0,True
61,537.9785766601562,546.0,True
62,609.385986328125,506.0,False
63,164.87716674804688,170.0,True
64,181.93966674804688,181.0,True
65,511.82574462890625,581.0,False
66,355.77239990234375,354.0,True
67,251.26292419433594,188.0,False
68,545.5885009765625,583.0,True
69,878.9796142578125,915.0,False
70,464.2955627441406,458.0,True
71,129.29209899902344,135.0,True
72,318.4975891113281,310.0,True
73,510.29144287109375,608.0,False
74,434.9308776855469,419.0,True
75,561.8350219726562,564.0,True
76,614.928955078125,636.0,True
77,608.9103393554688,616.0,True
78,431.9127502441406,350.0,False
79,264.8338623046875,269.0,True
80,485.8524475097656,357.0,False
81,449.3305969238281,526.0,False
82,412.85357666015625,367.0,False
83,415.1921691894531,402.0,True
84,797.7598876953125,726.0,False
85,348.96148681640625,368.0,True
86,793.430419921875,762.0,True
87,815.85791015625,801.0,True
88,802.5547485351562,765.0,True
89,587.8712158203125,616.0,True
90,367.1874694824219,346.0,True
91,519.3642578125,547.0,True
92,326.94281005859375,244.0,False
93,507.33636474609375,410.0,False
94,607.308837890625,585.0,False
95,315.26947021484375,201.0,False
96,494.6807861328125,501.0,True
97,492.33172607421875,609.0,False
98,478.8096008300781,497.0,True
99,335.7132568359375,244.0,False
