,pred count,true count,Is in Training
0,428.9827575683594,311.0,False
1,277.1484680175781,330.0,False
2,671.17333984375,720.0,True
3,466.9249267578125,463.0,True
4,543.0958862304688,542.0,True
5,622.8739624023438,649.0,False
6,353.1336364746094,364.0,False
7,383.53271484375,363.0,False
8,577.8915405273438,554.0,True
9,354.1721496582031,297.0,False
10,421.0401916503906,406.0,True
11,395.6656188964844,456.0,False
12,449.1235046386719,440.0,False
13,419.12384033203125,516.0,False
14,621.1069946289062,851.0,False
15,290.6931457519531,243.0,True
16,469.42340087890625,650.0,False
17,517.4576416015625,545.0,True
18,465.2792053222656,550.0,False
19,266.252685546875,271.0,True
20,449.7972412109375,501.0,False
21,124.73311614990234,65.0,True
22,304.4214172363281,200.0,False
23,537.6253051757812,556.0,True
24,783.0472412109375,898.0,True
25,257.6153564453125,263.0,False
26,230.40174865722656,235.0,True
27,676.272216796875,729.0,True
28,630.5719604492188,908.0,False
29,348.68853759765625,300.0,False
30,313.09686279296875,319.0,True
31,527.4879150390625,589.0,True
32,340.26458740234375,408.0,True
33,138.5830841064453,113.0,True
34,744.7318115234375,778.0,True
35,692.1917724609375,752.0,True
36,347.77215576171875,412.0,True
37,357.11492919921875,439.0,False
38,453.5295715332031,476.0,True
39,433.3774719238281,419.0,True
40,456.9665222167969,433.0,True
41,170.644775390625,133.0,True
42,358.42559814453125,347.0,True
43,550.7849731445312,570.0,True
44,376.6600341796875,340.0,True
45,567.8970336914062,631.0,True
46,510.9748229980469,524.0,True
47,402.6826477050781,428.0,True
48,387.0481872558594,405.0,True
49,225.16152954101562,241.0,True
50,368.80908203125,235.0,False
51,465.5298156738281,494.0,True
52,593.8088989257812,629.0,True
53,487.4134826660156,489.0,True
54,478.0416259765625,491.0,True
55,521.1388549804688,533.0,True
56,397.4690246582031,400.0,True
57,303.4132080078125,317.0,False
58,679.6944580078125,704.0,True
59,234.89479064941406,228.0,True
60,327.8122253417969,248.0,False
61,474.2678527832031,546.0,False
62,505.8873596191406,506.0,True
63,323.00653076171875,170.0,False
64,295.51214599609375,181.0,False
65,554.0645141601562,581.0,True
66,395.35107421875,354.0,True
67,231.30091857910156,188.0,True
68,504.9158630371094,583.0,False
69,759.6890258789062,915.0,True
70,454.3944396972656,458.0,True
71,212.84571838378906,135.0,False
72,426.55767822265625,310.0,False
73,607.0114135742188,608.0,True
74,354.8735046386719,419.0,True
75,528.6757202148438,564.0,False
76,565.632080078125,636.0,False
77,546.7894897460938,616.0,True
78,357.2252197265625,350.0,True
79,316.5404052734375,269.0,False
80,362.54046630859375,357.0,True
81,408.185546875,526.0,True
82,357.2471008300781,367.0,True
83,412.0167236328125,402.0,True
84,718.4549560546875,726.0,True
85,325.07781982421875,368.0,False
86,721.0079956054688,762.0,True
87,734.9383544921875,801.0,True
88,715.3707885742188,765.0,True
89,554.8209838867188,616.0,True
90,360.0702819824219,346.0,False
91,494.4694519042969,547.0,True
92,218.22128295898438,244.0,True
93,421.9806823730469,410.0,True
94,638.2584228515625,585.0,True
95,191.5395965576172,201.0,True
96,373.0444641113281,501.0,False
97,518.7431030273438,609.0,True
98,477.2421875,497.0,True
99,287.9611511230469,244.0,True
