,pred count,true count,Is in Training
0,315.79925537109375,293.6187956258702,True
1,319.3495178222656,303.6546999088801,True
2,555.3238525390625,683.8639686026906,False
3,494.9429931640625,440.61983815324925,True
4,521.1708984375,484.930125299188,True
5,667.7002563476562,623.6334612280855,True
6,348.42816162109375,331.21151295990245,True
7,327.1612243652344,329.366374829346,True
8,570.7014770507812,531.9570669898868,True
9,316.46343994140625,273.3762057804061,True
10,428.3578796386719,391.5808725249297,False
11,398.6556701660156,418.75673379505406,True
12,403.0125427246094,393.8087973649074,True
13,536.3410034179688,486.8648572219166,True
14,775.5291748046875,764.4063106890812,True
15,282.1012268066406,234.83117446880453,True
16,601.166259765625,620.0885129118324,True
17,476.48150634765625,497.9980177795762,False
18,558.6056518554688,532.0306140763449,True
19,273.6001281738281,240.2419580370659,False
20,510.09368896484375,473.5633383972553,True
21,86.98953247070312,64.23071577449942,True
22,223.1172637939453,161.03634791458109,True
23,630.27978515625,554.059244971185,True
24,867.492431640625,857.7623933774714,True
25,256.0494384765625,241.054217028554,True
26,261.34075927734375,227.8807084815869,True
27,583.6303100585938,686.2823920876359,False
28,869.896484375,838.3982650661154,True
29,310.6703186035156,272.37536990799117,True
30,326.74151611328125,300.6558158622124,True
31,564.0336303710938,555.9309568097722,False
32,434.7391662597656,386.8239421226104,False
33,150.38858032226562,98.29729718014372,False
34,749.2344360351562,712.5191181384812,True
35,589.5926513671875,699.4437051460511,False
36,334.74951171875,373.0470103085808,False
37,433.17181396484375,414.4603250543788,True
38,461.11871337890625,472.2568199615396,False
39,359.70819091796875,360.4353828507256,False
40,462.665771484375,416.83777896958185,True
41,160.32798767089844,109.14177797272865,True
42,391.8471984863281,333.3492655606389,True
43,578.0255737304688,528.7736035060333,True
44,422.04241943359375,331.6933870182698,False
45,600.2490234375,557.3030328897481,True
46,507.03240966796875,481.1570429860299,False
47,421.6465148925781,408.17271045748686,True
48,432.2552795410156,372.98232459813937,True
49,260.881103515625,227.51378929095438,True
50,252.75340270996094,215.70271729940694,True
51,383.9612731933594,474.4569299727804,False
52,594.0140991210938,591.1654679815598,False
53,519.4610595703125,488.6894335214597,True
54,507.0038146972656,450.04249550546297,False
55,547.8151245117188,511.89733027313616,True
56,433.4918212890625,382.0976731792646,False
57,290.3604736328125,299.2113104470509,True
58,736.3617553710938,677.1261825341196,True
59,263.4178466796875,217.13196363266684,True
60,278.3316650390625,228.95067633872895,True
61,547.2372436523438,501.1980913128548,True
62,516.033447265625,474.9070424173871,False
63,180.65237426757812,148.97036544308168,True
64,191.06954956054688,149.2618863284876,True
65,491.5870361328125,557.8186279374302,False
66,392.5608825683594,342.63633565198916,True
67,239.4053192138672,173.5983781439396,False
68,579.4688110351562,531.7597338645548,True
69,776.0826416015625,840.9476864858957,False
70,444.7778625488281,422.5082031092369,True
71,169.4066925048828,119.29494176465671,True
72,321.3912048339844,281.83863884013067,True
73,563.66357421875,573.7388234262824,False
74,417.9048767089844,393.79709969997765,True
75,582.0737915039062,535.8759421058268,True
76,656.7633056640625,609.0162429675432,True
77,608.2229614257812,581.7321689882015,True
78,343.5936279296875,311.9139605032819,False
79,294.57525634765625,237.7998595542157,True
80,396.69305419921875,351.5052385041606,False
81,417.91387939453125,494.3243230414952,False
82,465.9617919921875,350.08991444801944,False
83,445.4540100097656,398.10600829240605,True
84,706.370361328125,714.017316477846,False
85,360.73388671875,303.56178346553924,True
86,809.0886840820312,727.3954740139612,True
87,858.6104736328125,778.0009566247348,True
88,721.7625122070312,730.126120936904,True
89,564.5700073242188,554.7644578186673,True
90,372.82122802734375,329.5687538602764,True
91,541.5427856445312,519.6525170491851,True
92,319.06365966796875,212.23703099439868,False
93,476.1098327636719,391.4767971931679,False
94,649.4722900390625,563.8365967608651,False
95,261.9786682128906,183.39758846720608,False
96,459.97882080078125,451.53194554065834,True
97,461.4609069824219,538.9878263488412,False
98,510.0660095214844,471.78587247841074,True
99,376.7799072265625,238.39975524462426,False
